epoch,loss,output_line_0_loss,output_line_10_loss,output_line_11_loss,output_line_12_loss,output_line_13_loss,output_line_1_loss,output_line_2_loss,output_line_3_loss,output_line_4_loss,output_line_5_loss,output_line_6_loss,output_line_7_loss,output_line_8_loss,output_line_9_loss,val_loss,val_output_line_0_loss,val_output_line_10_loss,val_output_line_11_loss,val_output_line_12_loss,val_output_line_13_loss,val_output_line_1_loss,val_output_line_2_loss,val_output_line_3_loss,val_output_line_4_loss,val_output_line_5_loss,val_output_line_6_loss,val_output_line_7_loss,val_output_line_8_loss,val_output_line_9_loss
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
